location,dbn,buildingName,buildingCode,address,waterTesting,elevatedResults,healthDptProtocolImplemented,dateLastTested,elevatedSamples,totalSamples,note
Itinerant - District 9,I009,I.S. 219 (OLD 148) - BRONX,X148,3630 THIRD AVENUE BRONX 10456,Yes,No,No,,,,
South Bronx Preparatory: A College Board School,X221,J.H.S. 149 - BRONX,X149,360 EAST 145 STREET BRONX 10454,Yes,Yes,Yes,2005,1,20,
M.S. 223 The Laboratory School of Finance and Technology,X223,J.H.S. 149 - BRONX,X149,360 EAST 145 STREET BRONX 10454,Yes,Yes,Yes,2005,1,20,
P.S. 150 Charles James Fox,X150,P.S. 150 - BRONX,X150,920 EAST 167 STREET BRONX 10459,Yes,No,Yes,,,,
P.S./M.S. 031 The William Lloyd Garrison,X031,I.S. 151 - BRONX,X151,250 EAST 156 STREET BRONX 10451,Yes,No,Yes,,,,
J.H.S. 151 Lou Gehrig,X151,I.S. 151 - BRONX,X151,250 EAST 156 STREET BRONX 10451,Yes,No,Yes,,,,
KIPP Academy Charter School,X704,I.S. 151 - BRONX,X151,250 EAST 156 STREET BRONX 10451,Yes,No,Yes,,,,
P.S. X010,X010,P.S. 152 - BRONX,X152,1007 EVERGREEN AVENUE BRONX 10472,Yes,"Yes, in 2002",Yes,2005,0,21,
P.S. 152 Evergreen,X152,P.S. 152 - BRONX,X152,1007 EVERGREEN AVENUE BRONX 10472,Yes,"Yes, in 2002",Yes,2005,0,21,
P.S. 153 Helen Keller,X153,P.S. 153 - BRONX,X153,650 BAYCHESTER AVENUE BRONX 10475,Yes,Yes,Yes,2005,1,45,
P.S. X176,X176,P.S. 153 - BRONX,X153,650 BAYCHESTER AVENUE BRONX 10475,Yes,Yes,Yes,2005,1,45,
Hearing Educational Services,M02R,P.S. 153 - BRONX,X153,650 BAYCHESTER AVENUE BRONX 10475,Yes,Yes,Yes,2005,1,45,
Adult and Continuing Education,K755,P.S. 153 - BRONX,X153,650 BAYCHESTER AVENUE BRONX 10475,Yes,Yes,Yes,2005,1,45,
South Bronx Classical Charter School II,X364,P.S. 154 - BRONX,X154,333 EAST 135 STREET BRONX 10454,Yes,No,No,,,,
P.S. 154 Jonathan D. Hyatt,X154,P.S. 154 - BRONX,X154,333 EAST 135 STREET BRONX 10454,Yes,No,No,,,,
Foreign Language Academy of Global Studies,X520,P.S. 754 (OLD IS155) - BRONX,X155,470 JACKSON AVENUE BRONX 10455,Yes,No,No,,,,
P.S. 155,X155,P.S. 754 (OLD IS155) - BRONX,X155,470 JACKSON AVENUE BRONX 10455,Yes,No,No,,,,
Home Instruction - Bronx,X999,P.S. 754 (OLD IS155) - BRONX,X155,470 JACKSON AVENUE BRONX 10455,Yes,No,No,,,,
J. M. Rapport School Career Development,X754,P.S. 754 (OLD IS155) - BRONX,X155,470 JACKSON AVENUE BRONX 10455,Yes,No,No,,,,
Educational Vision Services,M00D,P.S. 754 (OLD IS155) - BRONX,X155,470 JACKSON AVENUE BRONX 10455,Yes,No,No,,,,
General Industrial Labs Prog.,X01F,P.S. 754 (OLD IS155) - BRONX,X155,470 JACKSON AVENUE BRONX 10455,Yes,No,No,,,,
P.S. X017,X017,P.S. 156 - BRONX,X156,750 CONCOURSE VILLAGE WEST BRONX 10451,Yes,No,Yes,,,,
Hearing Educational Services,M02R,P.S. 156 - BRONX,X156,750 CONCOURSE VILLAGE WEST BRONX 10451,Yes,No,Yes,,,,
Concourse Village Elementary School,X359,P.S. 156 - BRONX,X156,750 CONCOURSE VILLAGE WEST BRONX 10451,Yes,No,Yes,,,,
Performance School,X385,P.S. 156 - BRONX,X156,750 CONCOURSE VILLAGE WEST BRONX 10451,Yes,No,Yes,,,,
Bronx Global Learning Institute for Girls Charter School,X389,P.S. 156 - BRONX,X156,750 CONCOURSE VILLAGE WEST BRONX 10451,Yes,No,Yes,,,,
P.S. 157 Grove Hill,X157,P.S. 157 - BRONX,X157,757 CAULDWELL AVENUE BRONX 10456,Yes,No,No,,,,
Cse Dist. 12 Para-Pros,X01E,I.S. 158 - BRONX,X158,800 HOME STREET BRONX 10456,Yes,No,No,,,,
Bronx Latin,X267,I.S. 158 - BRONX,X158,800 HOME STREET BRONX 10456,Yes,No,No,,,,
Bronx Career and College Preparatory High School ,X479,I.S. 158 - BRONX,X158,800 HOME STREET BRONX 10456,Yes,No,No,,,,
Dr. Richard Izquierdo Health and Science Charter School,X482,I.S. 158 - BRONX,X158,800 HOME STREET BRONX 10456,Yes,No,No,,,,
P.S. 159 Luis Munoz Marin Biling,X159,P.S. 159 - BRONX,X159,2315 WASHINGTON AVENUE BRONX 10458,Yes,No,Yes,,,,
X059anx 2315 Washington Av Bx,X852,P.S. 159 - BRONX,X159,2315 WASHINGTON AVENUE BRONX 10458,Yes,No,Yes,,,,
P.S. 160 Walt Disney,X160,P.S. 160 - BRONX,X160,4140 HUTCHINSON RIVER PKWAY EA BRONX 10475,Yes,No,Yes,,,,
P.S. 168,X168,P.S. 160 - BRONX,X160,4140 HUTCHINSON RIVER PKWAY EA BRONX 10475,Yes,No,Yes,,,,
Educational Vision Services,M00D,P.S. 160 - BRONX,X160,4140 HUTCHINSON RIVER PKWAY EA BRONX 10475,Yes,No,Yes,,,,
The Equality Charter School,X488,P.S. 160 - BRONX,X160,4140 HUTCHINSON RIVER PKWAY EA BRONX 10475,Yes,No,Yes,,,,
P.S. X017,X017,P.S. 161 - BRONX,X161,628 TINTON AVENUE BRONX 10455,Yes,No,No,,,,
P.S. 161 Juan Ponce De Leon School,X161,P.S. 161 - BRONX,X161,628 TINTON AVENUE BRONX 10455,Yes,No,No,,,,
P.S. X010,X010,I.S. 162 - BRONX,X162,600 SAINT ANN'S AVENUE BRONX 10455,Yes,"Yes, in 2002",Yes,2005,0,39,
Educational Vision Services,M00D,I.S. 162 - BRONX,X162,600 SAINT ANN'S AVENUE BRONX 10455,Yes,"Yes, in 2002",Yes,2005,0,39,
J.H.S. 162 Lola Rodriguez De Tio,X162,I.S. 162 - BRONX,X162,600 SAINT ANN'S AVENUE BRONX 10455,Yes,"Yes, in 2002",Yes,2005,0,39,
Hostos-Lincoln Academy of Science,X500,I.S. 162 - BRONX,X162,600 SAINT ANN'S AVENUE BRONX 10455,Yes,"Yes, in 2002",Yes,2005,0,39,
University Prep Charter High School,X393,I.S. 162 - BRONX,X162,600 SAINT ANN'S AVENUE BRONX 10455,Yes,"Yes, in 2002",Yes,2005,0,39,
P.S. 163 Arthur A. Schomburg,X163,P.S. 163 - BRONX,X163,2075 WEBSTER AVENUE BRONX 10457,Yes,"Yes, in 2002",Yes,2005,0,9,
Bronx Early College Academy for Teaching & Learning,X324,I.S. 166 - BRONX,X166,250 EAST 164 STREET BRONX 10456,Yes,No,No,,,,
Grant Avenue Elementary School,X449,I.S. 166 - BRONX,X166,250 EAST 164 STREET BRONX 10456,Yes,No,No,,,,
Science and Technology Academy: A Mott Hall School,X454,I.S. 166 - BRONX,X166,250 EAST 164 STREET BRONX 10456,Yes,No,No,,,,
Adult and Continuing Education,K755,P.S. 214 - BRONX,X167,1970 WEST FARMS ROAD BRONX 10460,Yes,"Yes, in 2002",Yes,2005,0,19,
Emolior Academy,X383,P.S. 214 - BRONX,X167,1970 WEST FARMS ROAD BRONX 10460,Yes,"Yes, in 2002",Yes,2005,0,19,
X167 Bldg - Osfns,X167,P.S. 214 - BRONX,X167,1970 WEST FARMS ROAD BRONX 10460,Yes,"Yes, in 2002",Yes,2005,0,19,
Educational Vision Services,M00D,P.S. 214 - BRONX,X167,1970 WEST FARMS ROAD BRONX 10460,Yes,"Yes, in 2002",Yes,2005,0,19,
District 12 Superintendent Office,X812,P.S. 214 - BRONX,X167,1970 WEST FARMS ROAD BRONX 10460,Yes,"Yes, in 2002",Yes,2005,0,19,
P.S. 214,X214,P.S. 214 - BRONX,X167,1970 WEST FARMS ROAD BRONX 10460,Yes,"Yes, in 2002",Yes,2005,0,19,
Baychester Academy,X169,THE WILLIE ELLA PASCHAL BOWMAN CAMPUS - X,X169,3500 EDSON AVENUE BRONX 10466,No,N/A,No,,,,Building constructed after 1986
P.S. 170,X170,P.S. 170 (ECC) - BRONX,X170,1598 TOWNSEND AVENUE BRONX 10452,Yes,No,No,,,,
P.S./M.S. 004 Crotona Park West,X004,P.S. 4 ANNEX (P171 ECC) - BRONX,X171,1717 FULTON AVENUE BRONX 10457,Yes,No,No,,,,
P.S. 171,X171,P.S. 4 ANNEX (P171 ECC) - BRONX,X171,1717 FULTON AVENUE BRONX 10457,Yes,No,No,,,,
Universal Pre-K C.B.O.,X709,P.S. 4 ANNEX (P171 ECC) - BRONX,X171,1717 FULTON AVENUE BRONX 10457,Yes,No,No,,,,
LA PENINSULA HEAD START CENTER (MANIDA STREET) CENTER 1,XAGE,P.S. 4 ANNEX (P171 ECC) - BRONX,X171,1717 FULTON AVENUE BRONX 10457,Yes,No,No,,,,
LA PENINSULA HEAD START (FULTON AVE.) Center 7,XARC,P.S. 4 ANNEX (P171 ECC) - BRONX,X171,1717 FULTON AVENUE BRONX 10457,Yes,No,No,,,,
P.S. 011 Highbridge,X011,P.S. 11 ANNEX (P172 ECC) - BRONX,X172,1399 OGDEN AVE BRONX 10452,Yes,No,No,,,,
P.S. 172,X172,P.S. 11 ANNEX (P172 ECC) - BRONX,X172,1399 OGDEN AVE BRONX 10452,Yes,No,No,,,,
P.S. 236 Langston Hughes,X236,P.S. 236 (P173 ECC) - BRONX,X173,1871 WALTON AVENUE BRONX 10453,Yes,"Yes, in 2003",Yes,2005,0,34,
Women's Academy of Excellence,X282,I.S. 174 - BRONX,X174,456 WHITE PLAINS ROAD BRONX 10473,Yes,"Yes, in 2002",Yes,2005,0,16,
The Bronx Mathematics Preparatory School,X375,I.S. 174 - BRONX,X174,456 WHITE PLAINS ROAD BRONX 10473,Yes,"Yes, in 2002",Yes,2005,0,16,
"Archimedes Academy for Math, Science and Technology Applications",X367,I.S. 174 - BRONX,X174,456 WHITE PLAINS ROAD BRONX 10473,Yes,"Yes, in 2002",Yes,2005,0,16,
P.S. 175 City Island,X175,P.S. 175 - BRONX,X175,200 CITY ISLAND AVENUE BRONX 10464,Yes,"Yes, in 2002",Yes,2005,0,16,
P.S. 056 Norwood Heights,X056,THE NORWOOD EAST CAMPUS - BRONX,X177,3177 WEBSTER AVENUE BRONX 10467,No,N/A,No,,,,Building constructed after 1986
P469X - The Bronx School for Continuous Learners,X469,THE NORWOOD EAST CAMPUS - BRONX,X177,3177 WEBSTER AVENUE BRONX 10467,No,N/A,No,,,,Building constructed after 1986
Bedford Park Elementary School,X077,THE NORWOOD EAST CAMPUS - BRONX,X177,3177 WEBSTER AVENUE BRONX 10467,No,N/A,No,,,,Building constructed after 1986
P.S. 178 - Dr. Selman Waksman,X178,P.S. 178 - BRONX,X178,850 BAYCHESTER AVENUE BRONX 10475,Yes,Yes,Yes,2005,1,36,
P.S. X176,X176,P.S. 178 - BRONX,X178,850 BAYCHESTER AVENUE BRONX 10475,Yes,Yes,Yes,2005,1,36,
M.S. 180 Dr. Daniel Hale Williams,X180,I.S. 180 - BRONX,X180,700 BAYCHESTER AVENUE BRONX 10475,Yes,"Yes, in 2002",Yes,2005,0,30,
Hearing Educational Services,M02R,I.S. 180 - BRONX,X180,700 BAYCHESTER AVENUE BRONX 10475,Yes,"Yes, in 2002",Yes,2005,0,30,
Hearing Educational Services,M02R,I.S. 181 - BRONX,X181,800 BAYCHESTER AVENUE BRONX 10475,Yes,No,No,,,,
I.S. 181 Pablo Casals,X181,I.S. 181 - BRONX,X181,800 BAYCHESTER AVENUE BRONX 10475,Yes,No,No,,,,
P.S. X176,X176,I.S. 181 - BRONX,X181,800 BAYCHESTER AVENUE BRONX 10475,Yes,No,No,,,,
P.S. 182,X182,P.S. 182 - BRONX,X182,601 STICKBALL BOULEVARD BRONX 10473,Yes,No,No,,,,
Special Education Programs,X00Y,P.S. 182 - BRONX,X182,601 STICKBALL BOULEVARD BRONX 10473,Yes,No,No,,,,
Gifted & Talented,X00Q,P.S. 182 - BRONX,X182,601 STICKBALL BOULEVARD BRONX 10473,Yes,No,No,,,,
Cims Science,XCS1,P.S. 182 - BRONX,X182,601 STICKBALL BOULEVARD BRONX 10473,Yes,No,No,,,,
Aidp,X00I,P.S. 182 - BRONX,X182,601 STICKBALL BOULEVARD BRONX 10473,Yes,No,No,,,,
Leased Services,XLS1,P.S. 182 - BRONX,X182,601 STICKBALL BOULEVARD BRONX 10473,Yes,No,No,,,,
Guidance Services {dist. 8},X00P,P.S. 182 - BRONX,X182,601 STICKBALL BOULEVARD BRONX 10473,Yes,No,No,,,,
Northwind Program,XNP1,P.S. 182 - BRONX,X182,601 STICKBALL BOULEVARD BRONX 10473,Yes,No,No,,,,
Debate Program,XDP1,P.S. 182 - BRONX,X182,601 STICKBALL BOULEVARD BRONX 10473,Yes,No,No,,,,
Dist. 8 Prospect-Interfaith,X00U,P.S. 182 - BRONX,X182,601 STICKBALL BOULEVARD BRONX 10473,Yes,No,No,,,,
Staff Development - Dist. 8,X00W,P.S. 182 - BRONX,X182,601 STICKBALL BOULEVARD BRONX 10473,Yes,No,No,,,,
Early Childhood,X00N,P.S. 182 - BRONX,X182,601 STICKBALL BOULEVARD BRONX 10473,Yes,No,No,,,,
Operation/Personnel,X00T,P.S. 182 - BRONX,X182,601 STICKBALL BOULEVARD BRONX 10473,Yes,No,No,,,,
Spelling Bee,XSB1,P.S. 182 - BRONX,X182,601 STICKBALL BOULEVARD BRONX 10473,Yes,No,No,,,,
Dist. 8 Fox Street Shelton,X00O,P.S. 182 - BRONX,X182,601 STICKBALL BOULEVARD BRONX 10473,Yes,No,No,,,,
Dist. 8 Seneca Center,X00X,P.S. 182 - BRONX,X182,601 STICKBALL BOULEVARD BRONX 10473,Yes,No,No,,,,
Storytelling Festival,XSF1,P.S. 182 - BRONX,X182,601 STICKBALL BOULEVARD BRONX 10473,Yes,No,No,,,,
Science,X00V,P.S. 182 - BRONX,X182,601 STICKBALL BOULEVARD BRONX 10473,Yes,No,No,,,,
Bilingual/Esl,X00J,P.S. 182 - BRONX,X182,601 STICKBALL BOULEVARD BRONX 10473,Yes,No,No,,,,
Espet,XE01,P.S. 182 - BRONX,X182,601 STICKBALL BOULEVARD BRONX 10473,Yes,No,No,,,,
Special Projects,XSP1,P.S. 182 - BRONX,X182,601 STICKBALL BOULEVARD BRONX 10473,Yes,No,No,,,,
District 8 Otps Holding Code,X8HO,P.S. 182 - BRONX,X182,601 STICKBALL BOULEVARD BRONX 10473,Yes,No,No,,,,
Evaluation/Assessment{dist8},X00M,P.S. 182 - BRONX,X182,601 STICKBALL BOULEVARD BRONX 10473,Yes,No,No,,,,
Math Resource Center{dist.8},X00S,P.S. 182 - BRONX,X182,601 STICKBALL BOULEVARD BRONX 10473,Yes,No,No,,,,
Communication Arts,X00K,P.S. 182 - BRONX,X182,601 STICKBALL BOULEVARD BRONX 10473,Yes,No,No,,,,
Multicultural Education,XME1,P.S. 182 - BRONX,X182,601 STICKBALL BOULEVARD BRONX 10473,Yes,No,No,,,,
Adapt,X00H,P.S. 182 - BRONX,X182,601 STICKBALL BOULEVARD BRONX 10473,Yes,No,No,,,,
Mathematics,X00R,P.S. 182 - BRONX,X182,601 STICKBALL BOULEVARD BRONX 10473,Yes,No,No,,,,
P.S. 168,X168,J.H.S. 203 - BRONX,X183,339 MORRIS AVENUE BRONX 10451,Yes,No,No,,,,
Hearing Educational Services,M02R,J.H.S. 203 - BRONX,X183,339 MORRIS AVENUE BRONX 10451,Yes,No,No,,,,
School Food Dist 07 Field Off.,XN07,J.H.S. 203 - BRONX,X183,339 MORRIS AVENUE BRONX 10451,Yes,No,No,,,,
The Urban Assembly Bronx Academy of Letters,X551,J.H.S. 203 - BRONX,X183,339 MORRIS AVENUE BRONX 10451,Yes,No,No,,,,
Success Academy Charter School - Bronx 1,X493,J.H.S. 203 - BRONX,X183,339 MORRIS AVENUE BRONX 10451,Yes,No,No,,,,
Bronx Adult Learning Center,E001,I.S. 184 - BRONX,X184,778 FOREST AVENUE BRONX 10456,Yes,No,No,,,,
J. M. Rapport School Career Development,X754,I.S. 184 - BRONX,X184,778 FOREST AVENUE BRONX 10456,Yes,No,No,,,,
P.S. X017,X017,I.S. 184 - BRONX,X184,778 FOREST AVENUE BRONX 10456,Yes,No,No,,,,
District 7 Comm. Spec. Ed.,X01S,I.S. 184 - BRONX,X184,778 FOREST AVENUE BRONX 10456,Yes,No,No,,,,
Sbst - District 7,X01G,I.S. 184 - BRONX,X184,778 FOREST AVENUE BRONX 10456,Yes,No,No,,,,
Jill Chaifetz Transfer High School,X379,I.S. 184 - BRONX,X184,778 FOREST AVENUE BRONX 10456,Yes,No,No,,,,
Restart Academy,M973,I.S. 184 - BRONX,X184,778 FOREST AVENUE BRONX 10456,Yes,No,No,,,,
South Bronx Academy for Applied Media,X296,I.S. 184 - BRONX,X184,778 FOREST AVENUE BRONX 10456,Yes,No,No,,,,
Academy of Public Relations,X298,I.S. 184 - BRONX,X184,778 FOREST AVENUE BRONX 10456,Yes,No,No,,,,
P.S. 723,X723,P.S./I.S. 189 - BRONX,X189,3441 STEENWICK AVENUE BRONX 10475,No,N/A,Yes,,,,Building constructed after 1986
Cornerstone Academy for Social Action,X189,P.S./I.S. 189 - BRONX,X189,3441 STEENWICK AVENUE BRONX 10475,No,N/A,Yes,,,,Building constructed after 1986
Cornerstone Academy for Social Action Middle School (CASA),X462,P.S./I.S. 189 - BRONX,X189,3441 STEENWICK AVENUE BRONX 10475,No,N/A,Yes,,,,Building constructed after 1986
Mott Hall Community School,X467,I.S. 192 - BRONX,X192,650 HOLLYWOOD AVENUE BRONX 10465,Yes,"Yes, in 2002",Yes,2005,0,13,
Urban Institute of Mathematics,X371,I.S. 192 - BRONX,X192,650 HOLLYWOOD AVENUE BRONX 10465,Yes,"Yes, in 2002",Yes,2005,0,13,
Urban Assembly Academy of Civic Engagement,X366,I.S. 192 - BRONX,X192,650 HOLLYWOOD AVENUE BRONX 10465,Yes,"Yes, in 2002",Yes,2005,0,13,
Bronx Delta School,X392,I.S. 192 - BRONX,X192,650 HOLLYWOOD AVENUE BRONX 10465,Yes,"Yes, in 2002",Yes,2005,0,13,
Children's Aid College Prep Charter School,X124,P.S. 211 - BRONX,X193,1919 PROSPECT AVENUE BRONX 10457,Yes,No,Yes,,,,Separate testing for Pre-K site had an elevated result
Children's Aid Society,XAMC,P.S. 211 - BRONX,X193,1919 PROSPECT AVENUE BRONX 10457,Yes,No,Yes,,,,Separate testing for Pre-K site had an elevated result
Children's Aid at P.S. 211,XAJU,P.S. 211 - BRONX,X193,1919 PROSPECT AVENUE BRONX 10457,Yes,No,Yes,,,,Separate testing for Pre-K site had an elevated result
Universal Pre-K C.B.O.,X712,P.S. 211 - BRONX,X193,1919 PROSPECT AVENUE BRONX 10457,Yes,No,Yes,,,,Separate testing for Pre-K site had an elevated result
Hearing Educational Services,M02R,P.S. 211 - BRONX,X193,1919 PROSPECT AVENUE BRONX 10457,Yes,No,Yes,,,,Separate testing for Pre-K site had an elevated result
"I.S. X318 Math, Science & Technology Through Arts",X318,P.S. 211 - BRONX,X193,1919 PROSPECT AVENUE BRONX 10457,Yes,No,Yes,,,,Separate testing for Pre-K site had an elevated result
P.S. 211,X211,P.S. 211 - BRONX,X193,1919 PROSPECT AVENUE BRONX 10457,Yes,No,Yes,,,,Separate testing for Pre-K site had an elevated result
P.S. 168,X168,P.S./I.S. 194 - BRONX,X194,2365 WATERBURY AVE BRONX 10462,No,N/A,No,,,,Building constructed after 1986
P.S./M.S. 194,X194,P.S./I.S. 194 - BRONX,X194,2365 WATERBURY AVE BRONX 10462,No,N/A,No,,,,Building constructed after 1986
Hearing Educational Services,M02R,P.S./I.S. 194 - BRONX,X194,2365 WATERBURY AVENUE BRONX 10462,No,N/A,No,,,,Building constructed after 1986
P.S. 212,X212,P.S. 198 - BRONX,X198,1180 TINTON AVENUE BRONX 10456,Yes,Yes,Yes,2005,1,57,
Urban Scholars Community School,X463,P.S. 198 - BRONX,X198,1180 TINTON AVENUE BRONX 10456,Yes,Yes,Yes,2005,1,57,
P.S. 205 Fiorello Laguardia,X205,P.S. 205A (ECF) - BRONX,X205,2475 SOUTHERN BOULEVARD BRONX 10458,Yes,No,No,,,,
I.S. 206 Ann Mersereau,X206,I.S. 206B - BRONX,X206,2280 AQUEDUCT AVENUE BRONX 10468,Yes,No,No,,,,
P.S. 209,X209,P.S. 209 - BRONX,X209,313 EAST 183RD STREET BRONX 10458,Yes,"Yes, in 2002",Yes,2005,0,8,
Providing Urban Learners Success In Education High School,X319,P.U.L.S.E. HS - BRONX ,X211,560 EAST 179 STREET BRONX 10457,Yes,No,Yes,,,,
The New American Academy at Roberto Clemente State Park,X274,P.S. 230/I.S. 229 (UDC) - BRONX,X229,275 HARLEM RIVER PARK BRIDGE BRONX 10453,Yes,No,Yes,,,,
P.S. 229 Roland Patterson,XRPE,P.S. 230/I.S. 229 (UDC) - BRONX,X229,275 HARLEM RIVER PARK BRIDGE BRONX 10453,Yes,No,Yes,,,,
I.S. 229 Roland Patterson,X229,P.S. 230/I.S. 229 (UDC) - BRONX,X229,275 HARLEM RIVER PARK BRIDGE BRONX 10453,Yes,No,Yes,,,,
P.S. 230 Dr Roland N. Patterson,X230,P.S. 230/I.S. 229 (UDC) - BRONX,X229,275 HARLEM RIVER PARK BRIDGE BRONX 10453,Yes,No,Yes,,,,
P.S. X010,X010,P.S. 234 (PAIRED W I129) - BRONX,X234,2050 PROSPECT AVENUE BRONX 10457,Yes,No,Yes,,,,
The School of Science and Applied Learning,X300,P.S. 234 (PAIRED W I129) - BRONX,X234,2050 PROSPECT AVENUE BRONX 10457,Yes,No,Yes,,,,
Adult and Continuing Education,K755,P.S./I.S. 218 - BRONX,X235,1220 GERARD AVENUE BRONX 10452,Yes,No,Yes,,,,
P.S. 723,X723,P.S./I.S. 218 - BRONX,X235,1220 GERARD AVENUE BRONX 10452,Yes,No,Yes,,,,
P.S./I.S. 235x,X03C,P.S./I.S. 218 - BRONX,X235,1220 GERARD AVENUE BRONX 10452,Yes,No,Yes,,,,
P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,X218,P.S./I.S. 218 - BRONX,X235,1220 GERARD AVENUE BRONX 10452,Yes,No,Yes,,,,
Bronx Adult Learning Center,E001,P.S./I.S. 218 - BRONX,X235,1220 GERARD AVENUE BRONX 10452,Yes,No,Yes,,,,
P.S. 236 Langston Hughes,X236,P.S. 236 ANNEX - BRONX,X236,499 EAST 175 STREET BRONX 10457,Yes,No,No,,,,
Universal Pre-K C.B.O.,X709,ANDREW FREEDMAN HS - BRONX,X238,1125 GRAND CONCOURSE BRONX 10452,Yes,No,N/A,,,,
Adult and Continuing Education,K755,ANDREW FREEDMAN HS - BRONX,X238,1125 GRAND CONCOURSE BRONX 10452,Yes,No,N/A,,,,
"MID-BRONX CCRP EARLY CHILDHOOD CENTER, INC.",X238,ANDREW FREEDMAN HS - BRONX,X238,1125 GRAND CONCOURSE BRONX 10452,Yes,No,N/A,,,,
"MID-BRONX CCRP EARLY CHILDHOOD CENTER, INC.",XAQZ,ANDREW FREEDMAN HS - BRONX,X238,1125 GRAND CONCOURSE BRONX 10452,Yes,No,N/A,,,,
Mount Eden Children's Academy,X555,DOE NEW SETTLEMENT COMMUNITY CAMPUS - X,X240,1501 JEROME AVENUE BRONX 10452,No,N/A,No,,,,Building constructed after 1986
P.S. X010,X010,DOE NEW SETTLEMENT COMMUNITY CAMPUS - X,X240,1501 JEROME AVENUE BRONX 10452,No,N/A,No,,,,Building constructed after 1986
Comprehensive Model School Project M.S. 327,X327,DOE NEW SETTLEMENT COMMUNITY CAMPUS - X,X240,1501 JEROME AVENUE BRONX 10452,No,N/A,No,,,,Building constructed after 1986
I.S. 254,X254,I.S. 254 - BRONX,X254,2452 WASHINGTON AVENUE BRONX 10458,Yes,No,No,,,,
Harriet Tubman Charter School,X706,HARRIET TUBMAN CHARTER BUILDING,X256,3565 THIRD AVENUE BRONX 10456,,,,,,,Charter managed facility. More information to come.
"P.S. 279 Captain Manuel Rivera, Jr.",X279,P.S. 279 - BRONX,X279,2100 WALTON AVENUE BRONX 10453,Yes,No,No,,,,
Jonas Bronck Academy,X228,Jonas Bronck Academy,X283,400 EAST FORDHAM ROAD BRONX 10458,Yes,No,Yes,,,,
The Highbridge Green School,X361,HIGHBRIDGE ENVIRONMENTAL EDUCATION CAMPUS - BRONX,X285,200 West 167th Street Bronx 10452,No,N/A,No,,,,Building constructed after 1986
Young Voices Academy of the Bronx,X357,THE DOMINIC CASTORE EDUCATIONAL CAMPUS - BRONX,X292,800 LYDIG AVENUE BRONX 10462,No,N/A,No,,,,Building constructed after 1986
P.S. 096 Richard Rodgers,X096,THE DOMINIC CASTORE EDUCATIONAL CAMPUS - BRONX,X292,800 LYDIG AVENUE BRONX 10462,No,N/A,No,,,,Building constructed after 1986
District 11 Pre-K Center,X534,THE DOMINIC CASTORE EDUCATIONAL CAMPUS - BRONX,X292,800 LYDIG AVENUE BRONX 10462,No,N/A,No,,,,Building constructed after 1986
P186X Walter J. Damrosch School,X186,P.S. 306 - BRONX,X306,40 WEST TREMONT AVENUE BRONX 10453,Yes,No,No,,,,
El Taller Las Americas,XETL,P.S. 306 - BRONX,X306,40 WEST TREMONT AVENUE BRONX 10453,Yes,No,No,,,,
The Arts Studio,XTAS,P.S. 306 - BRONX,X306,40 WEST TREMONT AVENUE BRONX 10453,Yes,No,No,,,,
The Arts Studio,X802,P.S. 306 - BRONX,X306,40 WEST TREMONT AVENUE BRONX 10453,Yes,No,No,,,,
The Authors' Workshop,XTAW,P.S. 306 - BRONX,X306,40 WEST TREMONT AVENUE BRONX 10453,Yes,No,No,,,,
Educational Vision Services,M00D,P.S. 306 - BRONX,X306,40 WEST TREMONT AVENUE BRONX 10453,Yes,No,No,,,,
P.S. 306,X306,P.S. 306 - BRONX,X306,40 WEST TREMONT AVENUE BRONX 10453,Yes,No,No,,,,
Hearing Educational Services,M02R,P.S. 306 - BRONX,X306,40 WEST TREMONT AVENUE BRONX 10453,Yes,No,No,,,,
The Bronx School of Young Leaders,X331,P.S. 306 - BRONX,X306,40 WEST TREMONT AVENUE BRONX 10453,Yes,No,No,,,,
District 11 Pre-K Center,X534,P.S. 311 - BRONX,X311,1684 WHITE PLAINS ROAD BRONX 10462,Yes,Awaiting final results,Yes,,,,
Pre-K Center District 11,XP11,P.S. 311 - BRONX,X311,1684 WHITE PLAINS ROAD BRONX 10462,Yes,Awaiting final results,Yes,,,,
The STEAM Bridge School,X481,P.S. 311 - BRONX,X311,1684 WHITE PLAINS ROAD BRONX 10462,Yes,Awaiting final results,Yes,,,,
The Matilda Avenue School,X483,P.S. 314 - BRONX,X314,4520 MATILDA AVENUE BRONX 10470,Yes,Awaiting final results,Yes,,,,
District 11 Pre-K Center,X534,P.S. 314 - BRONX,X314,4520 MATILDA AVENUE BRONX 10470,Yes,Awaiting final results,Yes,,,,
P.S. 723,X723,MORRIS HEIGHTS EDUCATIONAL COMPLEX - BRONX,X338,1780 DR. MARTIN LUTHER KING JR. BLVD BRONX 10453,No,N/A,No,,,,Building constructed after 1986
P.S. 204 Morris Heights,X204,MORRIS HEIGHTS EDUCATIONAL COMPLEX - BRONX,X338,1780 DR. MARTIN LUTHER KING JR. BLVD BRONX 10453,No,N/A,No,,,,Building constructed after 1986
P.S. 340,X340,P.S. 340 - BRONX,X340,25 WEST 195 STREET BRONX 10468,Yes,No,Yes,,,,
Learning through Play Pre-K Center,X533,PRE-K CENTER @ WILLIS AVENUE – BRONX,X354,105 WILLIS AVENUE BRONX 10454,Yes,No,No,,,,
